"category_1","category_2","category_3","description"
"5","0","0","Dois caras obcecados por modismos sonham em ter sua própria boate, mas como não conseguem realizar isso, tentam frequentar os clubes mais descolados da cidade. Com seus ternos extravagantes, correntes de ouro e costeletas, os dois têm certeza de que estão com tudo, e tentam arrumar várias garotas. Puro engano, afinal eles sempre acabam frustrados e nem os seguranças das casas noturnas os respeitam."
"5","14","0","Paris, 1934. Victoria Grant (Julie Andrews) é uma cantora lírica desempregada que conhece Carroll Todd (Robert Preston), um cantor homossexual que tinha sido recentemente demitido. Juntos eles articulam um plano, no qual ela se faz passar por um homem, Conde Victor Grezhinski, que é um transformista. Mas surge um problema quando ela se apaixona por King Marchand (James Garner), um gângster, sendo que caso ela se declare assume ser uma farsa."
"7","9","0","Felicity (Shailene Woodley) e Elizabeth (Katie Henney) são melhores amigas crescendo em Williamsburg, Virgínia, pouco antes da Revolução Americana. Felicity é um menina de dez anos de idade cujo desejo é se ver livre dos compromissos e normas de etiqueta de uma dama. Ela prefere muito mais sair em busca de aventuras, como domar um cavalo selvagem cujo dono, Jiggy Nye (Geza Kovacs), o maltrata. Enquanto isso, a Virgínia passa por mudanças: algumas pessoas - como o pai de Felcity (John Schneide) - caminham para a independência da Inglaterra, e outras - como o avô de Felicity (David Gardner) e a família de Elizabeth - ficam chocadas com o fato de qualquer um ir contra a autoridade do rei. Com suas famílias em lados opostos da Revolução Americana, será que Felicity e Elizabeth conseguem se manter leais uma a outra?"
"7","0","0","Aos 12 anos de idade a jovem Fanny passa a morar de favor em Mansfield Park, a casa do esposo de sua tia, Sir Thomas Bertram (Harold Pinter). Inteligente e estudiosa, ela logo se torna amiga de seu primo Edmund, o filho mais novo de seus tios, apesar de ser sempre destratada por seu tio e pelas suas primas fúteis. Com o passar do tempo Fanny se torna uma bela mulher, que acaba chamando a atenção de Henry Crawford (Alessandro Nivola), jovem que se tornou recentemente seu vizinho juntamente com sua irmã, Mary (Embeth Davidz). Notando o interesse de Henry por Fanny, os tios dela logo promovem um encontro entre os dois para logo depois se sentirem revoltados com o desprezo que a jovem demonstra pelo seu novo vizinho."
"5","14","0","Lillian (Maya Rudolph) vai se casar e convida a amiga Annie (Kristen Wiig) para ser sua madrinha. Ela, que enfrenta problemas profissionais e amorosos, resolve se dedicar à função de corpo e alma. Só que, logo no primeiro evento organizado, Annie conhece Helen (Rose Byrne), uma bela e rica mulher que quer ser a nova melhor amiga de Lillian. As duas logo passam a disputar a proximidade da amiga, assim como o posto de organizadora do casamento e demais eventos pré-nupciais."
"5","0","0","Na patinação no gelo em duplas o sucesso depende de uma mistura perfeita de força e sofisticação, coragem e arte, músculos e refinamento. O campeonato mundial do esporte costumava ocorrer em um universo elegante, até a explosão da rivalidade entre o astro Chazz Michael Michaels (Will Ferrell) e do garoto prodígio Jimmy MacElroy (Jon Heder). Chad e Jimmy já se enfrentaram em campeonatos anteriores, mas a rivalidade faz com que briguem em plena pista de patinação, o que faz com que o mascote seja incendiado. Como resultado, ambos são expulsos do esporte. Três anos e meio depois, ambos ainda não se adequaram fora do esporte. É quando eles decidem se reunir para realizar algo inédito: ser a 1ª dupla de homens da história da patinação no gelo."
"5","0","0","Selminha (Samantha Schmütz) é uma frentista que tem a chance de deixar seus dias de pobreza para trás ao descobrir uma herança de família. Mas para conseguir colocar a mão nessa grana, ela terá que cumprir o desafio lançado por seu tio: precisa gastar R$ 30 milhões em 30 dias, sem acumular nada e nem contar para ninguém. Mas, nessa louca maratona, ela vai acabar descobrindo que tem coisas que o dinheiro não compra."
"5","9","0","Lizzy McGuire (Hilary Duff) e seus amigos Gordo (Adam Lamberg), Kate (Ashlie Brillaut) e Ethan (Clayton Snyder) estão em plena excursão escolar à Itália. Em um dos passeios Lizzy é confundida com Isabella, uma cantora pop local muito popular. Adorando a confusão, Lizzy resolve aproveitar e se divertir com a fama repentina, apaixonando-se por Paolo (Yani Gellman), ex-namorado de Isabella e que também é um cantor de sucesso."
"7","0","0","Atingido pelos efeitos da Depressão, há muitos pobres no estado da Louisiana. Neste contexto surge o populista e demagogo Willie Stark (Sean Penn), que diz ser um caipira por ter descoberto que, falando assim, era ouvido pelo povo. Ele é estimulado por um partido de oposição, que busca os votos dos indecisos, a disputar o cargo de governador, sendo convencido pelo manipulador Tiny Duffy (James Gandolfini) e também por um jovem jornalista, Jack Burden (Jude Law). A retórica de Willie cresce e ele não pára de fazer promessas de forma eloqüente, o que faz com que seja eleito governador com a maior margem registrada no estado. Mas o suposto idealismo de Willie com o tempo dá lugar a um questionável modo de agir. Um processo de impeachment contra ele tem andamento e o conhecido juiz Samuel Irwin (Anthony Hopkins) diz a um jornal que há base legal para isto. Willie então incumbe Burden de achar algo 'podre' no passado do Irwin, para fazê-lo mudar de posição."
"7","5","0","Sentaro (Masatoshi Nagase) dirige uma pequena padaria que serve dorayakis - bolos recheados com pasta doce de feijão vermelho. Quando uma senhora de idade, Tokue (Kirin Kiki), se oferece para ajudar na cozinha, ele relutantemente aceita. Mas Tokue prova ter mágica em suas mãos quando se trata de fazer 'AN'. Graças à sua receita secreta, o pequeno negócio logo floresce e, com o tempo, Sentaro e Tokue abrem seus corações, revelando velhas feridas."
"0","0","0","Passado em 1973, em plena Guerra Fria, o longa gira em torno de George Smiley (Gary Oldman), um veterano da divisão de elite do serviço secreto inglês conhecida como Circo. Após a morte de seu ex-chefe e de alguns fracassos em missões internacionais, ele é chamado para desvendar um mistério sobre a identidade do agente duplo que, durante anos, trabalhou também para os soviéticos. Todos à sua volta são suspeitos, mas, como bons espiões que são, foram treinados para dissimular e trabalhar em condições de extrema tensão."
"5","0","0","Lourenço (Selton Mello) é o dono de uma loja que compra objetos usados. Aos poucos ele desenvolve um jogo com seus clientes, trocando a frieza pelo prazer que sente ao explorá-los, já que sempre estão em sérias dificuldades financeiras. Ao mesmo tempo Lourenço passa a ver as pessoas como se estivessem à venda, identificando-as através de uma característica ou um objeto que lhe é oferecido. Incomodado com o permanente e fedorento cheiro do ralo que existe em sua loja, Lourenço vê seu mundo ruir quando é obrigado a se relacionar com uma das pessoas que julgava controlar."
"15","0","0","Há 15 minutos a polícia não tem qualquer contato com as pessoas que estão presas dentro de um edifício em quarentena. Ninguém sabe o que aconteceu lá dentro. Neste momento, Dr. Owen e uma unidade da SWAT resolvem entrar no prédio, para descobrir qual é a situação do local e desenvolver um antídoto através da coleta de sangue da jovem Medeiros."
"5","0","0","Walter Goodfellow (Rowan Atkinson) é o vigário de uma pequena cidade do interior da Inglaterra. Walter é uma pessoa íntegra, que se dedica ao máximo ao seu ofício, o que o faz muitas vezes ser ausente como pai e marido. Sua esposa Gloria (Kristin Scott Thomas), cansada desta situação, mantém um caso com Lance (Patrick Swayze), seu instrutor de golf. Holly (Tamsin Egerton), sua filha, é uma ninfomaníaca que tem um namorado novo a cada semana. E Petey (Toby Parkes), o caçula da família, apanha todo dia de seus colegas de escola. A situação muda após a contratação da excêntrica Grace Hawkins (Maggie Smith) como governanta. Sempre acompanhada de seu misterioso baú e usando métodos pouco convencionais, Grace muda inteiramente a vida dos Goodfellows."
"5","9","0","Brooke (Kaley Cuoco) é uma estudante, dedicada e atrapalhada, da melhor escola de moda do país. Sua vida vira de cabeça para baixo quando um avô, que ela não conhecia, deixa em suas mãos todos os seus bens e o controle dos negócios. Ela vira a chefe de uma poderosa rede mafiosa e conhece um interessante novo aluno da escola, um agente do FBI determinado a destruir o seu legado."
"7","0","0","Rusty Sabich (Harrison Ford) é um promotor que, ao chegar no trabalho pela manhã, descobre que sua colega Carolyn Polhemus (Greta Scacchi) foi brutalmente assassinada. Obrigado a lidar com as investigações pelo chefe Raymond (Brian Dennehy), que está em plena campanha de reeleição, Rusty tenta apagar os indícios de seu caso com Carolyn encontrando um suspeito. Porém Rusty entra em colisão com Tommy Molto (Joe Grifasi), que também está em campanha pela chefia da promotoria e garante que Rusty esteve no apartamento de Carolyn no dia de seu assassinato e que tem suas impressões digitais em um copo. Com isso Rusty é preso e desprezado por Raymond, que lhe nega apoio. Decidido a provar sua inocência, ele contrata um advogado (Raul Julia) e passa a contar apenas com a ajuda do detetive Lipranzer (John Spencer), seu velho colega de trabalho, e em Barbara (Bonnie Bedelia), sua esposa, que sempre soube de seu caso com Carolyn mas decidiu por ficar ao seu lado."
"3","7","14","Emmeline (Brooke Shields) e Richard (Christopher Atkins), duas crianças, juntamente com Paddy Button (Leo McKern), um velho marinheiro, são os únicos sobreviventes de um naufrágio numa época em que navegar era a única forma de viajar. Após ficarem à deriva por várias horas eles vão parar em uma ilha tropical que é um verdadeiro paraíso. O lugar não oferece perigo, pois não há animais selvagens, mas após algum tempo Paddy morre. Com o tempo Emmeline e Richard se tornam adolescentes e vivem em uma cabana que eles mesmos construíram. Neste período novas emoções influenciam o relacionamento deles, os dois descobrem o amor e logo Emmeline está grávida. Na noite em que o filho deles nasce Richard descobre a origem dos tambores que eles ouvem de vez em quando no 'lado proibido' da ilha."
"12","4","0","Em 1916, na Irlanda, Michael Collins (Liam Neeson) é preso em virtude de participar de uma manifestação contra a presença inglesa em seu país. É neste período que ele passa a acreditar que a guerrilha poderá levar seus compatriotas ao fim de uma submissão ao governo inglês, que dura 700 anos. Assim é criado o Exército Republicano Irlandês, o IRA, conseguindo em 1921 realizar o primeiro acordo de paz com os ingleses, quando fundou a República da Irlanda do Norte. Mas a paz almejada foi apenas o início de um conflito entre Irlanda do Norte e Inglaterra, que permanece até os dias de hoje."
"1","0","0","A polícia está em polvorosa, devido a uma série de 125 assassinatos realizados. Decidido a acabar com a onda de crimes, Frank Castle (Dolph Lundgren) toma a dianteira e passa a investigar o caso. Castle é um ex-policial que está em busca de vingança desde que sua esposa e filho foram assassinados, tendo a partir de então se dedicado a combater o crime nas ruas usando muitas armas. Quando Castle acredita estar com a organização quase destruída, ele passa a enfrentar um novo grupo criminoso, que pretende ocupar o lugar vago."
"7","0","0","Daniel (Pedro Tergolina) é um adolescente de classe média, de 15 anos, que vive com a irmã, Maria Clara, a mãe Elaine (Janaína Kremer) e o padrasto, Antônio (Murilo Grossi) em uma pequena cidade chamada Pedra Grande, no interior gaúcho. O garoto recebe uma carta enviada da Tailândia, de seu pai, um famoso fotógrafo. Daniel está angustiado por viver longe de uma 'civilização', que ele conota como um grande centro urbano. Com a carta recebida, ele repensa sua vida e o local onde vive."
